pilot_n,pilot_source,scale,true_omega2,power,mode,k_axes,center_shrinkage,pilot_target_omega2
30,simulated,0.0,0.0,0.0,dilution,56,0.8486812729573394,0.04645439741327367
30,simulated,0.14831474471379133,0.0011042799468142263,0.08333333333333333,dilution,56,0.8486812729573394,0.04645439741327367
30,simulated,0.16110157942534953,0.0010008994719326741,0.08333333333333333,dilution,56,0.8486812729573394,0.04645439741327367
30,simulated,0.28664054192293437,0.003158563075698744,0.3333333333333333,dilution,56,0.8486812729573394,0.04645439741327367
30,simulated,0.33164227028764304,0.0056095254286128325,0.16666666666666666,dilution,56,0.8486812729573394,0.04645439741327367
30,simulated,0.3575133079598654,0.006333016347417654,0.25,dilution,56,0.8486812729573394,0.04645439741327367
30,simulated,0.3639067253156445,0.008458999628258551,0.25,dilution,56,0.8486812729573394,0.04645439741327367
30,simulated,0.3703001426714236,0.006428836249434975,0.3333333333333333,dilution,56,0.8486812729573394,0.04645439741327367
30,simulated,0.37466154365831167,0.007432887186511998,0.25,dilution,56,0.8486812729573394,0.04645439741327367
30,simulated,0.3789238218954977,0.006474779802634041,0.25,dilution,56,0.8486812729573394,0.04645439741327367
30,simulated,0.3831861001326838,0.007025287187131444,0.3333333333333333,dilution,56,0.8486812729573394,0.04645439741327367
30,simulated,0.5166796632938542,0.014092837039395071,0.5,dilution,56,0.8486812729573394,0.04645439741327367
30,simulated,0.5230730806496333,0.01138347807355618,0.5833333333333334,dilution,56,0.8486812729573394,0.04645439741327367
30,simulated,0.5294664980054125,0.01360460029919327,0.75,dilution,56,0.8486812729573394,0.04645439741327367
30,simulated,0.5400478515361011,0.012958442425987622,0.5833333333333334,dilution,56,0.8486812729573394,0.04645439741327367
30,simulated,0.7571762347583353,0.0283737136352132,1.0,dilution,56,0.8486812729573394,0.04645439741327367
