pilot_n,pilot_source,scale,true_omega2,power,mode,k_axes,center_shrinkage,pilot_target_omega2
7,real,0.0,1.9657418816342093e-05,0.08333333333333333,dilution,13,0.7725323415634302,0.1407057699841001
7,real,0.0031562851997840066,0.0,0.0,dilution,13,0.7725323415634302,0.1407057699841001
7,real,0.015684309531234376,0.0,0.08333333333333333,dilution,13,0.7725323415634302,0.1407057699841001
7,real,0.09133803785836488,0.001223322782623147,0.0,dilution,13,0.7725323415634302,0.1407057699841001
7,real,0.11964748818873529,0.002325157078137612,0.08333333333333333,dilution,13,0.7725323415634302,0.1407057699841001
7,real,0.13217551252018564,0.00201715370096603,0.16666666666666666,dilution,13,0.7725323415634302,0.1407057699841001
7,real,0.2064938894166383,0.007152047863432484,0.5,dilution,13,0.7725323415634302,0.1407057699841001
7,real,0.2127579015823635,0.00703637844272183,0.3333333333333333,dilution,13,0.7725323415634302,0.1407057699841001
7,real,0.21902191374808866,0.008150327459339433,0.6666666666666666,dilution,13,0.7725323415634302,0.1407057699841001
7,real,0.22528592591381386,0.008872287654009195,0.4166666666666667,dilution,13,0.7725323415634302,0.1407057699841001
7,real,0.23154993807953902,0.008795268965856376,0.3333333333333333,dilution,13,0.7725323415634302,0.1407057699841001
7,real,0.3321383194849632,0.017511324919517148,0.8333333333333334,dilution,13,0.7725323415634302,0.1407057699841001
7,real,0.33631432759544666,0.018359333609197087,0.8333333333333334,dilution,13,0.7725323415634302,0.1407057699841001
7,real,0.3404903357059301,0.01906966811111316,1.0,dilution,13,0.7725323415634302,0.1407057699841001
7,real,0.3446663438164136,0.018778529298221887,0.75,dilution,13,0.7725323415634302,0.1407057699841001
7,real,0.6154756139578813,0.06149223443847974,1.0,dilution,13,0.7725323415634302,0.1407057699841001
