pilot_n,pilot_source,scale,true_omega2,power,mode,k_axes,center_shrinkage,pilot_target_omega2
7,real,0.0,0.0,0.0,dilution,13,0.7748086096152501,0.14308075894337194
7,real,0.06871046285922956,0.003474655854089102,0.1,dilution,13,0.7748086096152501,0.14308075894337194
7,real,0.11681267892363202,0.002904032415477167,0.0,dilution,13,0.7748086096152501,0.14308075894337194
7,real,0.2585489796935507,0.006821429588879374,0.05,dilution,13,0.7748086096152501,0.14308075894337194
7,real,0.4190120974045726,0.024064944650955846,0.35,dilution,13,0.7748086096152501,0.14308075894337194
7,real,0.434801374433346,0.022807097221015208,0.45,dilution,13,0.7748086096152501,0.14308075894337194
7,real,0.4781300881402123,0.0313707729703613,0.25,dilution,13,0.7748086096152501,0.14308075894337194
7,real,0.5225603793142024,0.039835693648705275,0.6,dilution,13,0.7748086096152501,0.14308075894337194
7,real,0.6367572434060281,0.07064182925237537,0.65,dilution,13,0.7748086096152501,0.14308075894337194
7,real,0.7509541074978537,0.08151445128387706,0.9,dilution,13,0.7748086096152501,0.14308075894337194
7,real,0.8926904082677724,0.1278289132446164,1.0,dilution,13,0.7748086096152501,0.14308075894337194
7,real,1.1262248312980012,0.19093801382353545,1.0,enhancement,13,0.7748086096152501,0.14308075894337194
10,real,0.0,0.0003723771216098902,0.1,dilution,19,0.7246137165989649,0.0654387417730277
10,real,0.29432357975645046,0.006996894587811302,0.05,dilution,19,0.7246137165989649,0.0654387417730277
10,real,0.31120659963483976,0.006829914072288397,0.15,dilution,19,0.7246137165989649,0.0654387417730277
10,real,0.328089619513229,0.009126658287210248,0.25,dilution,19,0.7246137165989649,0.0654387417730277
10,real,0.3449726393916183,0.008616753679164684,0.15,dilution,19,0.7246137165989649,0.0654387417730277
10,real,0.5385384254391978,0.02726486207788515,0.55,dilution,19,0.7246137165989649,0.0654387417730277
10,real,0.5554214453175872,0.02204662913284971,0.3,dilution,19,0.7246137165989649,0.0654387417730277
10,real,0.7943358080152588,0.03808273183601145,0.55,dilution,19,0.7246137165989649,0.0654387417730277
10,real,0.9131058897178812,0.05531367815363819,0.75,dilution,19,0.7246137165989649,0.0654387417730277
10,real,0.9299889095962706,0.056404112135994104,0.8,dilution,19,0.7246137165989649,0.0654387417730277
10,real,1.1312109488445148,0.09725616696295593,0.95,enhancement,19,0.7246137165989649,0.0654387417730277
10,real,1.2042398255277802,0.10468650743928647,0.95,enhancement,19,0.7246137165989649,0.0654387417730277
17,real,0.0,3.515482488116633e-05,0.05,dilution,33,0.7058094542376899,0.03201486602216062
17,real,0.5246757010843376,0.006679980544680002,0.1,dilution,33,0.7058094542376899,0.03201486602216062
17,real,0.5653695605488915,0.009647175410742928,0.1,dilution,33,0.7058094542376899,0.03201486602216062
17,real,0.5823582591603073,0.009325910837702595,0.05,dilution,33,0.7058094542376899,0.03201486602216062
17,real,0.599346957771723,0.014615275909505527,0.15,dilution,33,0.7058094542376899,0.03201486602216062
17,real,0.8356577800264443,0.015926857300002085,0.25,dilution,33,0.7058094542376899,0.03201486602216062
17,real,0.8483993039850061,0.018892452534020523,0.2,dilution,33,0.7058094542376899,0.03201486602216062
17,real,0.8611408279435678,0.02366323771820783,0.35,dilution,33,0.7058094542376899,0.03201486602216062
17,real,1.3208727912391165,0.0669131393876558,0.85,enhancement,33,0.7058094542376899,0.03201486602216062
17,real,1.3463558391562402,0.04875554175056855,0.75,enhancement,33,0.7058094542376899,0.03201486602216062
17,real,1.516736682788171,0.0742034605975667,0.85,enhancement,33,0.7058094542376899,0.03201486602216062
17,real,2.160331799950873,0.13297674252874775,1.0,enhancement,33,0.7058094542376899,0.03201486602216062
